sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
朴子,嘉義縣,38,,良好,1.2,0.18,31.9,14.0,,18,5.6,7.9,2.3,1.3,28,"2024-10-08 10:00",,0.2,11.7,,0,120.2478,23.46538,40
新港,嘉義縣,28,,良好,1.4,0.19,31.6,17.0,16,6,6.8,9.8,3,1.3,22,"2024-10-08 10:00",,0.1,8.5,19,2,120.345531,23.554839,39
崙背,雲林縣,25,,良好,1.2,0.16,33.1,16.7,14,8,3.9,5.1,1.2,1.4,348,"2024-10-08 10:00",,0.1,7.7,23,1,120.348742,23.757547,38
斗六,雲林縣,26,,良好,1.2,,29.9,17.2,24,10,5,8,2.9,1.1,14,"2024-10-08 10:00",,0,8,18,0,120.544994,23.711853,37
南投,南投縣,24,,良好,2.1,0.26,27.1,22.5,13,6,10.4,15.9,5.5,2.3,40,"2024-10-08 10:00",,0.1,7.5,16,0,120.685306,23.913,36
二林,彰化縣,20,,良好,1.3,0.17,33.5,22.7,13,11,4.2,6.1,1.8,3.6,32,"2024-10-08 10:00",,0.1,6.2,13,3,120.409653,23.925175,35
線西,彰化縣,24,,良好,1.3,0.16,33,26.3,,5,7.5,11.1,3.6,5.8,33,"2024-10-08 10:00",,0.1,4.2,,1,120.469061,24.131672,34
彰化,彰化縣,13,,良好,0.4,0.19,25,14.6,8,3,8.7,13.6,4.9,3.2,13,"2024-10-08 10:00",,0.1,2.3,9,0,120.541519,24.066,33
西屯,臺中市,17,,良好,1,0.13,25.6,18.5,21,6,6.1,8.5,2.4,2.8,11,"2024-10-08 10:00",,0.1,3.4,13,1,120.616917,24.162197,32
忠明,臺中市,17,,良好,0.8,0.23,20,13.9,15,6,10.1,16.2,6,1.9,355,"2024-10-08 10:00",,0.1,2.8,8,0,120.641092,24.151958,31
大里,臺中市,17,,良好,1,0.28,25.2,12.7,8,7,9.8,14.7,4.8,2.1,7,"2024-10-08 10:00",,0.2,5.1,10,1,120.67844444,24.09961111,30
沙鹿,臺中市,21,,良好,1.1,0.17,29.3,23.8,11,6,5.6,7.6,2,4.6,23,"2024-10-08 10:00",,0.1,3.7,9,0,120.568794,24.225628,29
豐原,臺中市,14,,良好,1.1,0.15,19.7,15.6,4,,2.7,4.5,1.8,1.8,22,"2024-10-08 10:00",,0.1,0.3,4,0,120.74252414,24.25699731,28
三義,苗栗縣,19,,良好,0.7,0.14,23.4,21.2,5,2,3.3,5.5,2.2,4.6,12,"2024-10-08 10:00",,0.1,1.5,5,1,120.75956754,24.38248443,27
苗栗,苗栗縣,24,,良好,1.9,0.2,33.3,26.0,22,5,8.7,11.4,2.7,3,11,"2024-10-08 10:00",,0.1,4.2,8,1,120.82011468,24.56499183,26
頭份,苗栗縣,27,,良好,1,0.23,41.4,29.6,11,3,7.9,10.9,2.9,2.7,24,"2024-10-08 10:00",,0.2,4.6,10,1,120.89869286,24.69690679,25
新竹,新竹市,31,,良好,1.4,0.22,41.9,34.1,6,1,8.6,10.2,1.6,4.2,31,"2024-10-08 10:00",,0.1,0.8,4,1,120.97236752,24.8056356,24
竹東,新竹縣,27,,良好,0.2,0.16,36.7,29.9,4,1,4.5,6.3,1.7,2.5,26,"2024-10-08 10:00",,0.1,0.5,3,0,121.08895493,24.74091408,23
湖口,新竹縣,35,,良好,0.5,0.15,45.1,39.0,7,4,5.7,6.6,0.9,4.1,35,"2024-10-08 10:00",,0.1,3.7,7,0,121.03886894,24.90009696,22
龍潭,桃園市,28,,良好,1,0.24,36.5,31.0,9,4,8,10,1.9,4.2,50,"2024-10-08 10:00",,0.1,3.1,6,0,121.21645772,24.86400048,21
平鎮,桃園市,30,,良好,0.1,0.27,31.8,25.4,8,3,18.5,21.2,2.6,3.2,46,"2024-10-08 10:00",,0.2,1.7,8,0,121.203986,24.952786,20
觀音,桃園市,42,,良好,1.1,0.12,47.7,45.4,13,5,4.9,5.5,0.6,5.9,56,"2024-10-08 10:00",,0.1,3.6,14,0,121.08283092,25.03556747,19
大園,桃園市,40,,良好,1,0.15,48,43.6,18,7,5.6,6.8,1.2,6.5,32,"2024-10-08 10:00",,0.1,5,14,0,121.20251473,25.06100357,18
桃園,桃園市,26,,良好,0.2,0.33,33.2,28.8,1,0,14.5,16.4,1.9,2.1,26,"2024-10-08 10:00",,0.2,1,1,0,121.30500531,24.9947107,17
大同,臺北市,54,二氧化氮,普通,1.1,1.06,11.1,20.5,24,21,35.2,76.7,41.4,-,-,"2024-10-08 10:00",,0.7,11.5,16,0,121.51342074,25.06331455,16
松山,臺北市,29,,良好,0.7,0.22,33.6,31.2,5,6,15.6,19.1,3.5,2.7,18,"2024-10-08 10:00",,0.1,3.5,6,0,121.578611,25.05,15
古亭,臺北市,37,,良好,0.2,0.26,24.5,30.2,19,8,22.1,31.3,9.2,1.3,51,"2024-10-08 10:00",,0.1,4.6,5,0,121.529556,25.020608,14
萬華,臺北市,35,,良好,0.9,0.33,27.9,30.4,12,0,21.1,24.3,3.1,1.5,94,"2024-10-08 10:00",,0.2,2,6,1,121.507972,25.046503,13
中山,臺北市,38,,良好,0.6,0.44,23.1,28.7,14,11,23.1,30.2,7,1.9,74,"2024-10-08 10:00",,0.2,6.1,8,0,121.526528,25.062361,12
士林,臺北市,32,,良好,0.9,0.34,26.2,27.9,6,1,19.2,22,2.8,0.6,260,"2024-10-08 10:00",,0.2,0.7,6,0,121.51666356,25.10334003,11
淡水,新北市,38,,良好,1,0.14,47,41.7,7,2,3.2,3.9,0.6,,,"2024-10-08 10:00",,0.1,1.7,10,1,121.449239,25.1645,10
林口,新北市,31,,良好,0.3,0.17,41.4,34.7,5,4,10,12.6,2.6,3.2,43,"2024-10-08 10:00",,0.1,1.5,3,0,121.36548982,25.07798949,9
菜寮,新北市,33,,良好,0.5,0.49,27.4,27.1,11,5,20,24.2,4.2,1.1,68,"2024-10-08 10:00",,0.3,6.1,5,0,121.481028,25.06895,8
新莊,新北市,32,,良好,0.6,0.38,26.7,28.1,16,9,19.6,22.1,2.5,2,14,"2024-10-08 10:00",,0.2,6.4,10,0,121.4325,25.037972,7
板橋,新北市,30,,良好,0.2,0.37,30.8,30.7,7,4,18.5,21.4,2.9,1,71,"2024-10-08 10:00",,0.2,1.2,3,0,121.458667,25.012972,6
土城,新北市,27,,良好,1.1,0.32,28.4,29.5,9,,14.8,17.5,2.6,1.1,139,"2024-10-08 10:00",,0.2,0,3,0,121.451861,24.982528,5
新店,新北市,23,,良好,0.3,0.27,29.6,20.9,7,6,14.6,17.8,3.1,1.6,91,"2024-10-08 10:00",,0.1,2.9,6,0,121.537778,24.977222,4
萬里,新北市,47,,良好,0.3,0.17,54.3,51.1,34,7,1.9,2.8,0.8,3.1,32,"2024-10-08 10:00",,0.1,6.2,35,0,121.689881,25.179667,3
汐止,新北市,35,,良好,0.7,0.18,41.2,38.5,3,6,9.2,10.1,0.8,1.7,44,"2024-10-08 10:00",,0.1,3.5,5,0,121.64081,25.06624,2
基隆,基隆市,42,,良好,0.8,0.18,48.1,45.0,13,1,3,3.8,0.7,1.4,91,"2024-10-08 10:00",,0.1,1.4,12,0,121.760056,25.129167,1
屏東(枋山),屏東縣,16,,良好,,0.09,20.6,17.8,16,1,1.1,2,0.9,2.6,105,"2024-10-08 09:00",,0,1.2,10,,120.651472,22.260899,313
宜蘭（頭城）,宜蘭縣,25,,良好,0.3,0.22,37.7,27.4,12,3,6.5,7.5,0.9,2.1,54,"2024-10-08 09:00",,0.1,3.2,14,0,121.82463916,24.85366672,312
新北(樹林),新北市,45,,良好,0.5,0.34,16,19.4,12,0,27.7,38.1,10.4,0,227,"2024-10-08 09:00",,0.2,0.2,9,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,36,,良好,0.8,0.13,27.7,18.0,21,10,2,2.8,0.8,0.9,134,"2024-10-08 09:00",,0.1,11.2,22,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,34,,良好,1.2,0.29,13.5,11.3,34,18,9.4,15.6,6.1,1.1,129,"2024-10-08 09:00",,0.2,10.5,24,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,23,,良好,3.2,0.25,15.2,9.4,28,13,,,,0.3,313,"2024-10-08 09:00",,0.1,7.2,21,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,33,,良好,3.1,0.28,14.8,18.4,18,10,8.8,16.4,7.5,1.4,0,"2024-10-08 09:00",,0.1,10.2,16,2,120.56373,23.96117,201
大城,彰化縣,17,,良好,1.9,0.17,26.2,19.0,14,4,6.6,10.2,3.6,4.4,43,"2024-10-08 09:00",,0.1,4.7,14,1,120.26964167,23.85493056,85
富貴角,新北市,48,,良好,,0.1,57.6,52.7,38,17,,,,11.7,39,"2024-10-08 09:00",,0.1,8.5,31,,121.53656894,25.29681695,84
麥寮,雲林縣,22,,良好,1.8,0.17,26.4,17.0,11,6,1.8,7.7,5.8,3.5,0,"2024-10-08 09:00",,0.2,6.9,13,1,120.251825,23.753506,83
關山,臺東縣,14,,良好,0.4,0.11,11.5,7.4,14,3,1.7,3.8,2.1,1.7,32,"2024-10-08 09:00",,0,0.9,14,0,121.161933,23.045083,80
馬公,澎湖縣,44,,良好,0.6,0.16,47.4,47.3,3,5,2.3,3.2,0.9,5.2,31,"2024-10-08 09:00",,0.1,3.2,8,1,119.566158,23.569031,78
金門,金門縣,36,,良好,1.4,0.24,39.7,39.0,4,0,6.8,7.5,0.7,2,45,"2024-10-08 09:00",,0.2,1.9,4,0,118.312256,24.432133,77
馬祖,連江縣,43,,良好,0.3,0.2,46,46.2,13,6,3.5,4,0.5,2.4,342,"2024-10-08 09:00",,0.1,4.5,10,0,119.952724,26.153736,75
埔里,南投縣,36,,良好,0.9,0.25,16.3,25.9,20,13,5.4,8.9,3.4,0.4,240,"2024-10-08 09:00",,0.1,11.2,14,0,120.967903,23.968842,72
復興,高雄市,47,,良好,1.4,1.1,15.3,15.2,38,17,28.3,39.2,10.8,0.5,102,"2024-10-08 09:00",,0.4,11.1,22,1,120.312017,22.608711,71
永和,新北市,27,,良好,1,0.6,29.1,29.7,2,4,16.3,20.4,4.1,0.9,94,"2024-10-08 09:00",,0.2,2,3,0,121.516306,25.017,70
竹山,南投縣,31,,良好,0.4,0.22,13.7,17.9,24,12,5.8,8.4,2.5,0.8,47,"2024-10-08 09:00",,0.1,9.5,19,0,120.677306,23.756389,69
中壢,桃園市,50,,良好,,0.98,10.7,19.5,8,7,30.4,57.1,26.6,0.5,316,"2024-10-08 09:00",,0.3,6.2,7,1,121.221667,24.953278,68
三重,新北市,57,二氧化氮,普通,,1.41,6.6,17.1,11,9,39.4,100.8,61.4,-,-,"2024-10-08 09:00",,0.7,6,8,0,121.493806,25.072611,67
冬山,宜蘭縣,28,,良好,0.5,0.24,24.5,30.5,10,2,11.9,16.7,4.7,0.8,302,"2024-10-08 09:00",,0.1,2,9,0,121.792928,24.632203,66
宜蘭,宜蘭縣,17,,良好,1.1,0.16,16.9,18.6,8,1,5.8,7.1,1.2,1.2,339,"2024-10-08 09:00",,0.1,0.5,9,0,121.746394,24.747917,65
陽明,臺北市,37,,良好,0.4,0.15,48.2,40.8,2,0,1.3,1.7,0.3,2.1,310,"2024-10-08 09:00",,0.1,0,3,0,121.529583,25.182722,64
花蓮,花蓮縣,17,,良好,1.5,0.28,24.1,8.7,14,1,4.5,8.1,3.6,2.8,71,"2024-10-08 09:00",,0.2,1.7,17,0,121.599769,23.971306,63
臺東,臺東縣,13,,良好,1.2,0.17,13.8,12.9,15,4,3.4,6.5,3,0.8,339,"2024-10-08 09:00",,0,3.1,13,1,121.15045,22.755358,62
恆春,屏東縣,18,,良好,0.5,0.06,23.2,19.2,12,4,0.9,1.6,0.7,5.1,25,"2024-10-08 09:00",,0,3.3,9,0,120.788928,21.958069,61
潮州,屏東縣,26,,良好,0.7,0.13,24.3,9.9,17,7,1,1.9,0.9,1.4,280,"2024-10-08 09:00",,0.1,8,19,0,120.561175,22.523108,60
屏東,屏東縣,21,,良好,1,0.33,24.9,14.5,24,8,6,9.3,3.2,1.2,19,"2024-10-08 09:00",,0.2,6.1,21,0,120.488033,22.673081,59
小港,高雄市,44,,良好,3.2,0.35,13.3,13.8,26,14,25.1,47.4,22.3,2,72,"2024-10-08 09:00",,0.2,13.7,20,1,120.337736,22.565833,58
前鎮,高雄市,40,,良好,1.6,,19.2,14.6,33,18,24.7,34.3,9.5,1.3,280,"2024-10-08 09:00",,0.3,11.6,26,1,120.30833356,22.6044507,57
前金,高雄市,33,,良好,1.4,0.49,19,17.2,36,12,19,28,9,2.2,0,"2024-10-08 09:00",,0.2,10.2,29,0,120.28676111,22.63390278,56
左營,高雄市,38,,良好,2,0.6,11.5,11.6,37,17,23.3,35,11.6,1.4,303,"2024-10-08 09:00",,0.3,10.2,26,1,120.292917,22.674861,54
楠梓,高雄市,33,,良好,0.7,0.32,13.4,6.7,31,14,15.5,23.6,8.1,1.2,18,"2024-10-08 09:00",,0.2,10.2,27,0,120.328289,22.733667,53
林園,高雄市,35,,良好,0.3,0.18,21.3,13.2,35,12,5.4,8,2.5,1.8,143,"2024-10-08 09:00",,0.2,10.7,27,0,120.41175,22.4795,52
大寮,高雄市,45,,良好,0.6,0.14,22.4,9.6,23,13,4.9,6.6,1.6,1.2,135,"2024-10-08 09:00",,0.1,14,21,,120.425311,22.56413611,51
鳳山,高雄市,36,,良好,0.5,0.55,17.8,14.4,21,12,12.9,18.1,5.2,0.8,216,"2024-10-08 09:00",,0.3,11.1,22,0,120.357422,22.628126,50
仁武,高雄市,37,,良好,2.7,0.45,15.4,13.6,32,10,10.8,15,4.2,1.4,332,"2024-10-08 09:00",,0.2,11.5,24,1,120.332631,22.689056,49
橋頭,高雄市,32,,良好,1.3,0.34,13.9,9.8,27,11,,,,0.9,322,"2024-10-08 09:00",,0.2,10,19,1,120.305689,22.757506,48
美濃,高雄市,23,,良好,0.6,0.24,13.2,11.7,25,5,4.5,6.8,2.2,0.2,334,"2024-10-08 09:00",,0.1,3.3,23,0,120.530542,22.883583,47
臺南,臺南市,45,,良好,1.6,0.49,14.7,10.5,33,23,20.8,28.3,7.5,1,18,"2024-10-08 09:00",,0.2,13.8,27,0,120.21947897,22.98928311,46
安南,臺南市,52,細懸浮微粒,普通,2.4,0.39,13.4,10.6,49,25,16,23.5,7.4,0.6,115,"2024-10-08 09:00",,0.2,16,31,0,120.2175,23.048197,45
善化,臺南市,34,,良好,1.9,0.23,13.7,13.6,23,12,7.5,10.8,3.3,0.9,171,"2024-10-08 09:00",,0.1,10.6,17,2,120.29740529,23.11337642,44
新營,臺南市,33,,良好,1.5,0.24,19.4,13.7,24,12,7.9,13.4,5.4,1.4,341,"2024-10-08 09:00",,0.1,10.3,19,1,120.31725,23.305633,43
嘉義,嘉義市,29,,良好,3.8,0.27,17.6,15.1,31,16,9.1,13.4,4.3,1.8,8,"2024-10-08 09:00",,0.1,8.9,23,1,120.44125148,23.46477865,42
臺西,雲林縣,23,,良好,1,0.16,24.3,15.1,21,7,5.5,7.5,2,4,28,"2024-10-08 09:00",,0.2,7,19,1,120.19933333,23.702175,41
朴子,嘉義縣,32,,良好,1,0.19,21.8,11.9,,13,6.1,9,2.8,2.1,329,"2024-10-08 09:00",,0.2,9.8,,0,120.2478,23.46538,40
新港,嘉義縣,28,,良好,1.5,0.19,22,16.3,22,9,6.8,10.7,3.9,2.2,3,"2024-10-08 09:00",,0.1,8.7,19,2,120.345531,23.554839,39
崙背,雲林縣,25,,良好,1.1,0.27,21.3,14.5,61,10,5.4,8.1,2.6,1.6,30,"2024-10-08 09:00",,0.1,7.6,23,1,120.348742,23.757547,38
斗六,雲林縣,25,,良好,0.9,0.05,17.7,16.8,21,11,6.5,10.4,3.8,1.1,32,"2024-10-08 09:00",,0,7.7,18,0,120.544994,23.711853,37
南投,南投縣,26,,良好,2,0.35,12.4,22.6,16,8,12.3,20.3,8,1.4,33,"2024-10-08 09:00",,0.1,7.9,17,0,120.685306,23.913,36
二林,彰化縣,19,,良好,1,0.18,25.9,20.5,12,7,4.5,6.5,2,3.4,26,"2024-10-08 09:00",,0.1,5.7,12,3,120.409653,23.925175,35
線西,彰化縣,23,,良好,1.1,0.16,26.8,25.1,,5,7.8,11.3,3.4,6.2,39,"2024-10-08 09:00",,0.1,3.8,,1,120.469061,24.131672,34
彰化,彰化縣,17,,良好,0.5,0.23,21,12.5,13,3,10.7,15.7,5,2,19,"2024-10-08 09:00",,0.1,2,9,0,120.541519,24.066,33
西屯,臺中市,15,,良好,1.4,0.17,18.8,16.8,19,6,8.7,12,3.2,2.7,21,"2024-10-08 09:00",,0.1,2.5,11,1,120.616917,24.162197,32
忠明,臺中市,17,,良好,1,0.28,15.1,12.3,3,4,10.3,15.4,5,1.5,30,"2024-10-08 09:00",,0.1,2.1,6,0,120.641092,24.151958,31
大里,臺中市,17,,良好,0.7,0.38,13.9,10.8,11,3,10.3,16.6,6.3,2.2,318,"2024-10-08 09:00",,0.2,4.6,10,1,120.67844444,24.09961111,30
沙鹿,臺中市,20,,良好,0.9,0.17,23.4,22.9,10,4,6.7,8.7,1.9,3.4,56,"2024-10-08 09:00",,0.1,3.5,8,0,120.568794,24.225628,29
豐原,臺中市,13,,良好,1.2,0.16,18.3,14.5,1,0,2.5,4.1,1.6,2,8,"2024-10-08 09:00",,0.1,0.4,4,0,120.74252414,24.25699731,28
三義,苗栗縣,19,,良好,0.8,0.13,21.6,20.4,6,2,2.6,4.2,1.6,3.5,15,"2024-10-08 09:00",,0.1,1.5,5,1,120.75956754,24.38248443,27
苗栗,苗栗縣,22,,良好,1.8,0.22,24.5,25.0,7,5,9.4,12.6,3.2,2.9,19,"2024-10-08 09:00",,0.1,4,6,2,120.82011468,24.56499183,26
頭份,苗栗縣,25,,良好,1.1,0.26,31,27.9,10,6,11.6,15.5,3.8,2.7,34,"2024-10-08 09:00",,0.1,4.8,10,1,120.89869286,24.69690679,25
新竹,新竹市,31,,良好,1.4,0.24,37.8,33.0,12,1,8.8,10.2,1.3,3.5,29,"2024-10-08 09:00",,0.1,0.8,3,1,120.97236752,24.8056356,24
竹東,新竹縣,26,,良好,0.1,0.15,30.5,29.0,5,0,4.6,6.4,1.7,2.3,27,"2024-10-08 09:00",,0.1,0.3,3,0,121.08895493,24.74091408,23
湖口,新竹縣,34,,良好,0.2,0.18,40.7,37.8,11,5,6.7,7.6,0.9,4.2,48,"2024-10-08 09:00",,0.1,3.5,7,0,121.03886894,24.90009696,22
龍潭,桃園市,28,,良好,0.9,0.22,30.3,30.5,5,2,8.3,10.2,1.8,4.9,50,"2024-10-08 09:00",,0.1,2.9,6,0,121.21645772,24.86400048,21
平鎮,桃園市,28,,良好,0.2,0.42,27.5,25.2,12,2,17.6,20.9,3.2,2.1,68,"2024-10-08 09:00",,0.2,1.3,8,0,121.203986,24.952786,20
觀音,桃園市,41,,良好,0.9,0.13,45.2,45.0,22,4,5.5,6.3,0.7,6.8,62,"2024-10-08 09:00",,0.1,3.3,15,0,121.08283092,25.03556747,19
大園,桃園市,40,,良好,1,0.15,44.9,43.1,15,8,8.4,10.5,2,7.5,31,"2024-10-08 09:00",,0.1,4.4,13,0,121.20251473,25.06100357,18
桃園,桃園市,28,,良好,0.3,0.55,23.1,28.6,1,0,17.9,20.9,3,1.1,23,"2024-10-08 09:00",,0.2,1,1,0,121.30500531,24.9947107,17
大同,臺北市,53,二氧化氮,普通,1.1,1.7,8.9,22.7,30,17,34.5,80.8,46.3,-,-,"2024-10-08 09:00",,0.6,9.5,14,0,121.51342074,25.06331455,16
松山,臺北市,37,,良好,0.6,0.34,23.8,30.9,5,7,22,26.3,4.3,1.9,18,"2024-10-08 09:00",,0.1,2.6,6,0,121.578611,25.05,15
古亭,臺北市,38,,良好,0.3,0.36,22.8,31.6,5,8,23.8,33.4,9.6,0.2,72,"2024-10-08 09:00",,0.1,3.8,2,0,121.529556,25.020608,14
萬華,臺北市,33,,良好,0.9,0.4,26,31.2,7,0,20.8,23.6,2.7,1.8,101,"2024-10-08 09:00",,0.2,2.5,5,1,121.507972,25.046503,13
中山,臺北市,38,,良好,0.6,0.58,21,29.8,12,7,23.9,31.2,7.2,1.1,78,"2024-10-08 09:00",,0.2,5,7,0,121.526528,25.062361,12
士林,臺北市,27,,良好,0.7,0.32,28.3,28.8,7,1,16.6,18.3,1.7,1.2,157,"2024-10-08 09:00",,0.1,0.7,6,0,121.51666356,25.10334003,11
淡水,新北市,37,,良好,0.9,0.15,46.5,40.3,16,2,3.5,4.3,0.8,,,"2024-10-08 09:00",,0.1,1.6,10,1,121.449239,25.1645,10
林口,新北市,31,,良好,,0.2,36.3,33.9,6,1,12.3,15.3,3,3.8,50,"2024-10-08 09:00",,0.1,1.2,3,0,121.36548982,25.07798949,9
菜寮,新北市,37,,良好,0.5,0.74,23.9,27.6,3,6,22.1,25.9,3.7,1.8,126,"2024-10-08 09:00",,0.3,6.6,4,0,121.481028,25.06895,8
新莊,新北市,32,,良好,0.6,0.44,25.7,29.1,9,8,19.6,22.4,2.8,1.9,73,"2024-10-08 09:00",,0.2,5.7,8,0,121.4325,25.037972,7
板橋,新北市,29,,良好,0.2,0.43,31.9,31.5,4,1,15.5,18.1,2.6,1,56,"2024-10-08 09:00",,0.2,0.6,2,0,121.458667,25.012972,6
土城,新北市,28,,良好,1.1,0.43,26.9,30.2,0,0,14.1,16.4,2.3,0.9,141,"2024-10-08 09:00",,0.2,0,2,0,121.451861,24.982528,5
新店,新北市,19,,良好,0.3,0.33,10.7,20.8,7,3,11.5,16.8,5.3,0.4,286,"2024-10-08 09:00",,0.1,2.2,5,0,121.537778,24.977222,4
萬里,新北市,45,,良好,0.4,0.17,53,49.6,39,8,2.7,3.6,0.9,3.9,38,"2024-10-08 09:00",,0.1,6.2,35,0,121.689881,25.179667,3
汐止,新北市,34,,良好,0.8,0.2,39.8,37.5,4,5,9.1,10,0.9,2.5,37,"2024-10-08 09:00",,0.1,2.7,6,0,121.64081,25.06624,2
基隆,基隆市,40,,良好,0.8,0.19,46,43.8,16,3,3.1,3.8,0.7,1.9,74,"2024-10-08 09:00",,0.1,1.3,12,0,121.760056,25.129167,1
屏東(枋山),屏東縣,16,,良好,,0.09,17.2,17.6,8,2,1.2,2.5,1.2,2.8,95,"2024-10-08 08:00",,0,1.5,9,,120.651472,22.260899,313
宜蘭（頭城）,宜蘭縣,24,,良好,0.3,0.18,39.2,26.8,12,5,4.8,5.3,0.4,1.2,23,"2024-10-08 08:00",,0.1,2.8,14,0,121.82463916,24.85366672,312
新北(樹林),新北市,43,,良好,0.3,0.41,10.5,20.5,12,0,26.5,39.1,12.5,0,155,"2024-10-08 08:00",,0.1,0.2,8,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,37,,良好,0.8,0.11,18.2,17.2,19,11,2.3,3.3,0.9,0.9,143,"2024-10-08 08:00",,0.1,11.5,22,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,29,,良好,0.5,0.26,9.3,11,29,13,9.4,13.6,4.1,1,348,"2024-10-08 08:00",,0.1,8.8,22,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,20,,良好,2.7,0.21,9.1,9.2,28,9,,,,0.5,18,"2024-10-08 08:00",,0.1,6,20,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,33,,良好,2.8,0.29,9.5,18.2,15,12,10.1,19.6,9.4,1.2,338,"2024-10-08 08:00",,0.1,10.1,16,2,120.56373,23.96117,201
大城,彰化縣,16,,良好,2.1,0.2,23.7,17.5,11,4,8.3,11.2,2.9,4.6,59,"2024-10-08 08:00",,0.1,5,15,1,120.26964167,23.85493056,85
富貴角,新北市,47,,良好,,0.11,55.7,51.6,31,10,,,,11.5,35,"2024-10-08 08:00",,0,7,29,,121.53656894,25.29681695,84
麥寮,雲林縣,23,,良好,2,0.23,22.1,15.5,10,6,4.4,10.7,6.2,4.2,2,"2024-10-08 08:00",,0.2,7,14,1,120.251825,23.753506,83
關山,臺東縣,14,,良好,0.2,0.13,6.6,7.1,14,2,2,4.9,2.9,1.8,69,"2024-10-08 08:00",,0,0.6,14,0,121.161933,23.045083,80
馬公,澎湖縣,44,,良好,0.8,0.16,47.2,47.2,4,1,1.9,2.5,0.6,5.4,28,"2024-10-08 08:00",,0.1,3.1,9,1,119.566158,23.569031,78
金門,金門縣,36,,良好,2.1,0.26,34.4,39.4,3,0,6.5,7.2,0.7,2.4,45,"2024-10-08 08:00",,0.2,2.2,5,0,118.312256,24.432133,77
馬祖,連江縣,42,,良好,0.4,0.2,46.6,45.7,15,5,3,3.4,0.3,2.4,329,"2024-10-08 08:00",,0.1,4.1,10,0,119.952724,26.153736,75
埔里,南投縣,36,,良好,0.9,0.26,18.4,26.5,18,13,4.5,6,1.5,0.4,344,"2024-10-08 08:00",,0.1,11.2,13,0,120.967903,23.968842,72
復興,高雄市,37,,良好,1.1,0.72,7.8,16.3,25,12,22.5,31.9,9.4,0.6,87,"2024-10-08 08:00",,0.3,10,19,1,120.312017,22.608711,71
永和,新北市,28,,良好,1,0.58,28,30.5,4,1,15,19.7,4.7,1,125,"2024-10-08 08:00",,0.2,1.5,3,0,121.516306,25.017,70
竹山,南投縣,28,,良好,0.4,0.23,10.5,19.6,21,11,6.1,7.8,1.7,0.9,224,"2024-10-08 08:00",,0.1,8.7,17,0,120.677306,23.756389,69
中壢,桃園市,48,,良好,0,0.7,9.7,21.4,11,11,29.1,58.4,29.3,1,36,"2024-10-08 08:00",,0.3,5.5,7,1,121.221667,24.953278,68
三重,新北市,55,二氧化氮,普通,0.2,1.62,7.1,19.2,12,6,36.8,93.8,57,-,-,"2024-10-08 08:00",,0.5,5.3,7,0,121.493806,25.072611,67
冬山,宜蘭縣,30,,良好,0.5,0.25,22.4,32.6,6,1,9.6,12.9,3.2,1.1,352,"2024-10-08 08:00",,0.1,1.8,9,0,121.792928,24.632203,66
宜蘭,宜蘭縣,17,,良好,1.2,0.15,16.4,18.9,5,0,3.4,4.3,0.8,0.7,179,"2024-10-08 08:00",,0,0.4,10,0,121.746394,24.747917,65
陽明,臺北市,36,,良好,0.4,0.13,44.5,39.3,4,,1.2,1.7,0.5,1.4,310,"2024-10-08 08:00",,0.1,,3,0,121.529583,25.182722,64
花蓮,花蓮縣,17,,良好,1,0.24,8.4,6.9,20,2,2.7,6.2,3.5,0.8,302,"2024-10-08 08:00",,0.1,1.7,17,0,121.599769,23.971306,63
臺東,臺東縣,13,,良好,1.1,0.16,11.2,13.2,21,4,2.7,4.5,1.7,0.8,336,"2024-10-08 08:00",,0,3.1,13,1,121.15045,22.755358,62
恆春,屏東縣,17,,良好,0.4,0.06,19.9,19.0,9,4,0.8,1.3,0.5,5,20,"2024-10-08 08:00",,0,3.2,9,0,120.788928,21.958069,61
潮州,屏東縣,27,,良好,0.4,0.12,13.3,7.9,19,7,1.5,2.4,0.9,1.1,90,"2024-10-08 08:00",,0.1,8.4,19,0,120.561175,22.523108,60
屏東,屏東縣,21,,良好,0.8,0.36,11.7,13.8,24,9,6.2,9.3,3,1,351,"2024-10-08 08:00",,0.2,5.6,21,0,120.488033,22.673081,59
小港,高雄市,44,,良好,2.4,0.34,10.7,14.9,27,18,18,26.9,8.8,0.9,72,"2024-10-08 08:00",,0.2,13.5,20,1,120.337736,22.565833,58
前鎮,高雄市,37,,良好,1.2,0.65,7.2,15.2,34,11,22,31.5,9.4,0.4,145,"2024-10-08 08:00",,0.3,10.7,25,1,120.30833356,22.6044507,57
前金,高雄市,31,,良好,1.3,0.43,12.8,18.0,32,13,12.6,15.6,3,0.1,265,"2024-10-08 08:00",,0.2,9.6,27,0,120.28676111,22.63390278,56
